,Texto,Polaridad
3624,xnumxel pp y arenas han traido al secretario de edo de medio ambiente q ha prometido q reforma ley costas dará respuesta problema chiringuitos,P
3625,ataque @informativostxnumx chacón dice a rubalcaba que no quiere estar en la dirección del psoe ni del grupo xurlx,N
3626,con el club de fans de italia xurlx,P
3627,sé que a esta hora es el partido de despedida a palermo me sumo desde manchester al homenaje grande martín,P+
3628,portada de público domingo rubalcaba gana al sprint el apoyo de felipe y guerra fue clave en el voto andaluz xurlx,P+
3629,muy buenas noches followercetes xurlx,P
3630,grande el patio:)) de repente descubro que no estoy solo frente a mi atribulada conciencia de padre desconcertado grande el patio,P
3631,perdon por las formas buenas noches entre alegre y consciente,NEU
3632,@sanchez_sonia no te has ido de ahí buenos días,NONE
3633,rafael simancas en la secretaría recuperada de formación y jaime lissavetzky amigo de rubalcaba y maru xurlx,P
3634,los miembros directos del equipo de chacón que entrarán como vocales en la ejecutiva de rubalcaba serán josé xurlx,NONE
3635,lavrov fm de rusia en damascopuede reparar el error politico de ayerel mundo arabe contra rusia,N
3636,belloch chaconista comienza el día repartiendo contra rubalcaba por su ejecutiva @psoe no hay integración y es una equivocación,N
3637,zarrias en la nueva ejecutiva nacional del psoe sin palabras,N
3638,el @ppmalaga apuesta por una política sanitaria centrada en personas y no en eslóganes xurlx @eliasbendodo @esperanzaona,P
3639,buenos días :-)hoy regreso a casa,P+
3640,pero que poco me gusta sostres poco no nada,N
3641,el pp asegura que no habrá ni un solo recorte en sanidad @eliasbendodo @esperanzaona xurlx,P+
3642,aqui teneis a los amigos de #grinan socios del exclusivo ‘fondo de reptiles’ xurlx,NONE
3643,poniendo a #griñan como presidente del psoe @_rubalcaba_ esta amparando los #eres buena manera de empezar la regeneracion politica,N+
3644,@garciaaller el país justifica así su articulo chacón y compañía del domingo pasado xurlx mas bien entona el mea culpa,N
3645,incumplimiento flagrante de la ley xurlx y premian en el @psoe a #griñan y a zarrias muñidores de todo esto,N
3646,vamos a currar,NONE
3647,las razones de las fuerzas armadas mi columna hoy sobre la etapa morenés en defensa en @larazon_es @ppopular xurlx,NONE
3648,cuando se mezcla la basura no se puede llevar a la planta de reciclaje todo es debido a un mal uso de los contenedores #sevillahoy,N+
3649,iba a desearle suerte a @_rubalcaba_ pero el ver que ha fichado a #griñan y a #zarrías la verdad es q se quitan las ganas,N
3650,la nueva ejecutiva psoe aparato aparato aparato muy fiel al ganador y demostrando que la integración es imposible a saco y en caliente,NEU
3651,lópez aguilar recuerda q #zp sí integró en su ejecutiva ánimos calentitos josé bono se deja ver muy sonriente #xnumxcongresopsoe,NEU
3652,asuntos que no han tratado en el #xnumxcongresopsoe esto no les importa xurlx,N
3653,coño @diariodenavarra ya me ha quitado de presidente del pp de navarra xurlx,N
3654,uno de los de chacón habrá un poco menos de apoyo a la ejecutiva de lo habitual pero tampoco un castigo durísimo,N
3655,carme chacón se ha parado con muchos militantes para dejarse fotografiar en su camino al plenario hace un rato hoy xurlx,NONE
3656,más ejemplares de el país bajo el brazo entre los delegados del psoe (ayer empataban con los de público),NEU
3657,desde las últimas elecciones andaluzas más de xnumx jóvenes andaluces han ido al paro #griñanvetetu,N+
3658,resultado apoyo a la ejecutiva @psoe el equipo diseñado por rubalcaba xnumx xnumx% #xnumxcongresopsoe,P+
3659,los que no han votado a la nueva ejecutiva psoe son muchos menos que los que apoyaron a chacón no hay integración tampoco ruptura,P
3660,rubalcaba no dice una sola palabra sobre el concordato y demás parece que sobre todo fue una baza ante el discurso de chacón,N
3661,lo de la internacional como que demasiado impostado y paleorefutado deberían hacérselo mirar la verdad,N+
3662,esto se pone feo poca coña xurlx,N
3663,fidel castro está como un toro seis horas de presentación de un librono se ha levantado ni para orinar#esoesunapróstata,P
3664,la lluvia no desaprovechó para esparcir su elmento líquido se puede ser más cursi pues no escuchado en telediario sección deportes,N
3665,un regalo simpático y divertido xurlx,P+
3666,desde casa real argumentan que el papel y la actuación del rey el xnumx-f están ya consolidados por la historia es cierto consolidadísimo,NEU
3667,poleito menta y a #yeswespainisdifferentear ole;),P+
3668,los jugadores del madrid de basket salen con camiseta de apoyo a manel comas en su lucha contra en cáncer,P
3669,así afecta el recortazo de guindos a los banqueros xurlx,N
3670,chamizo pide revisar los protocolos de atención en urgencias del virgen del rocío en pacientes terminales xurlx,NEU
3671,hola un abrazo gigante para mi sevilla guapa rt @sanchezconchi @alejandrosanz buenas tardes desde sevilla,P+
3672,importante lo que dice de la infanta un magistrado del ts si hay que meter a urdangarin en prisión se le mete xurlx,NONE
3673,rt@lorenzodeara un magistrado del supremo si hay que meter a urdangarin en prisión se le mete xurlx vía @elmundoes,NEU
3674,@garcia_abadillo yo creo que no,NONE
3675,mañana en #losdesayunosdetve analizamos en tertulia la victoria de rubalcaba en el #xnumxcongresopsoe garzón siria y más a las xnumx,P
3676,frío frio dicen pues esperen a que empiece a jugar el atlético para sentirse helados hay pasmos que no quita ni tila ni tequila,N
3677,@carlosxnumx_juan @david_busta eres el mi mayor arma tio cuando escucho tu musica me motivo mazo un abrazogracias amigo,P
3678,el principal reto del psoe d rubalcaba no es cerrar la fractura interna sino curar la fractura con la sociedad española xurlx,NEU
3679,domingo tranquilo en zarzuela primero der spiegel luego un magistrado del supremo y ahora #salvados #lamonarquiateniaunprecio,N
3680,especial @intereconomia sobre primarias estados unidos ágora mismo,NONE
3681,últimamente la vida me ha enseñado que no se puede decir nunca jamás yo siempre desafié esta expresión me equivoqué,NEU
3682,+ xnumx @juancruztuiter admiración por @jordievole y el equipo de @salvadostv #lamonarquiateniaunprecio,P+
3683,el hombre esta mayor :) @maximhuerta,NEU
3684,buenas noches familia y fuerza para afrontar la semana;-),P
3685,aquí os dejo la portada de hoy lunes xnumx de febrero saludos a todos xurlx,NONE
3686,está la sexta haciendo un experimento de cuánto aguantamos las autopromos en salvados se pasan cinco pueblos ya me las se de memoria,N
3687,bueno pues mañana mas y espero que mucho mejor ;-)) #buenasnoches,P+
3688,como se dice besos en vasco,NONE
3689,el mejor espectaculo en directo que he visto montado en xnumx minutos #superbowl #malditosgenios #madonna xurlx,P+
3690,@juanralucas buenos dias y buena semana desde el sueño gracias,P+
3691,obama en entrevista tv dice q cree q israel no ha decidido si atacará o no a irán hace xnumx días su secretario de defensa apoyaba lo contrario,NEU
3692,y también un día inolvidable para esther molina la conozco de mucho antes de entrar en el ayuntamiento de @malaga otro abrazo amiga ;-)),P+
3693,sabíamos que borboneando contra suárez el rey agitó las aguas golpistas el xnumxf no se conocían sus simpatías ni su presión a los jueces,N
3694,no sé si permitir a @espejopublico que saquen mi imagen o les meto un burofax,NEU
3695,están divertidos en @lamananafjl muy acertado @davilagaceta y cabrillo,P+
3696,en el blog un gobierno despolitizado xurlx,N
3697,alemania un bric el mayor socio comercial de alemania sera china y no fancia xurlx,NEU
3698,@fermi_fdes bon dia buenos dias para cuando capsulas de nespresso de carajillo de soberano+xnumx,NONE
3699,los que tenemos empresas pasándolas putas y luchando y los demagógos faltones dale que te pego #mandahuevos,N+
3700,buenos dias hoy es mi primer dia de cole estoy tan ilusionada ahora desayunando en el aeropuerto #adorolosaeropuertos,P
3701,he publicado un nuevo post en mi blog titulado el debate taurino espero vuestros comentarios xurlx,NONE
3702,el psc desencandena las hostilidades contra la nueva la ejecutiva de rubalcaba xurlx vía @elperiodico_cas,N+
3703,ya estoy sentada adoro volar xurlx,P+
3704,sobre la no-reforma financiera del pp xurlx,N
3705,desde cuando contará la sanción en caso que sea desde el tour xnumx le queda medio año de sanción podrá correr la vuelta,N
3706,espero que os guste;-)xurlx,P
3707,si la sentencia del tas no da por probado que se dopara para alterar la competición contador debería recurrir a la justicia ordinaria,N
3708,reunida con el alcalde @juansoler_ para tratar cuestiones de seguridad en #getafe xurlx,NONE
3709,segun el cis el xnumx por ciento de los españoles tiene buena imagen del gobierno rajoy frente a un xnumx xnumx que la tiene mala,P
3710,ciu-pp peleas de valderrama y dolores abril irene rigau si españa hace educación constitucional catalunya hará educación estatutaria,N
3711,el temor d rubalcaba es q se le enquiste sector contrario como pasa en tantas otras federaciones el nuevo psoe con @mrtfernandez,N
3712,os esperamos mañana en @encuentrospor hablaremos sobre el paro juvenil en #porlosjovenes interesantes intervenciones xurlx,NEU
3713,hoy es el día internacional,NONE
3714,formación en primeros auxilios dentro de educación cívica y constitucional #edcivemerg - abces xurlx via @abc_es,NONE
3715,que lío con la pantonera de tés los consumidores de té verde muestran una menor discapacidad con la edad xurlx,P
3716,mi enhorabuena a soraya rodríguez por su nuevo cometido espero y deseo debates positivos constructivos y útiles para la sociedad española,P
3717,rubalcaba pide entrevistas con rajoy con los sindicatos y con los empresarios parece que comienza la tarea de oposición del @psoe,NONE
3718,he dicho tradicionalmente no siempre pero bien puntualizado rt @serranoalfonso mira el primero tras victoria xnumx ;-),P+
3719,#cis rubalcaba creo que es la primera vez en la democracia que un gobierno baja en su primera encuesta,N
3720,rubalcaba considero a chacón mi amiga ha tenido un comportamiento impecable tiene futuro,P
3721,el gran perdedor del congreso del psoe xurlx,N+
3722,una docena de cocineros de #malaga colabora con una receta solidaria para luchar contra el cáncer xurlx,P
3723,y admitiendo que él no cometió ni negligencia ni falta,P
3724,segunda parte de la tertulia de hoy en @buruagacope xurlx,NONE
3725,ah preparando el nuevo programa será bonito espectacular espero que gracioso y nos traerá risa y trabajo para muchos #esoesloquemola,P+
3726,@elenavalenciano día de declaraciones en cope telemadrid punto radio y canal extremadura unidad y cambio,NONE
3727,david borja y moli grandes dioses primigenios #atlántica amigos para siempre,P+
3728,apostamos por un gran pacto por el empleo con los sindicatos y los empresarios también con aytos diputaciones y fuerzas minoritarias,P+
3729,con el #gobiernodelcambio los alcaldes volverán al parlamento de #andalucía porque son la voz del municipalismo en la cámara autonómica,NONE
3730,hemos hablado con navarro valls sobre la amenaza laicista de rubalcaba @telediariointer xnumx:xnumx,N
3731,con @hugo_moran tendremos el mejor secretario de la ejecutiva federal del @psoe para las políticas de ordenación del territorio enhorabuena,P+
3732,nada mas dinámico y emocionante que este magnifico film de aventuras xurlx,P+
3733,cada vez falta menos para el millón y medio de seguidores en twitter y se viene el sorteo de la #psvita anotarse acá xurlx,P
3734,@novasico @julia_otero qué botas más grandes y calentitas o nothe boots are made for walking que decía nancy sinatra,P
3735,@fgarea muchas gracias pero seguro que no mejor que tú el próximo mucha suerte y a exprimir el viaje,P+
3736,rt @europapress_es el rey releva a ramón iribarren como jefe de relaciones con los medios de comunicación - xurlx,P
3737,contra la sujeción de los ebooks a las plataformas y el drm rt @julietalionetti xurlx @jwikert at his best,N
3738,xnumx% de mis seguidores son de #españa xnumx% de #madrid y xnumx% de #madrid xurlx cual es tus #tweepsmap,NONE
3739,cambio de jefe de prensa en la zarzuela es otra respuesta al tema urdangarin que tanto preocupa al rey,N
3740,si puedo me acerco :-) rt @petitsetmaman te vienes @eatsandtwitts madrid del xnumx en @hotelreginamad xurlx,P
3741,pero muy buenas xurlx,P+
3742,estaré de nuevo en madrid el lunes xnumx de marzo en el t circo price,NONE
3743,@jemakim @david_busta buenas noches david eres un fenómeno y tu gira es espectacular puedes estar orgulloso de tu trabajogracias,P+
3744,es posible lo que le esta pasando a alberto contador esto es de locos,N
3745,gracias familia por vuestros mensajes y vuestro cariño# animocontador,P+
3746,pido un poco de paciencia a mi no me escribe el twitter nadie soy yo solo y es imposible que os lea a todos gracias por la comprensión,NEU
3747,odyssey presenta recurso ante supremo eeuuintenta evitar devolución a españa d xnumx monedas de oro y plata dl nª señora de las mercedes,N
